15,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,15,15
15,15,24,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,24,15,15,15
15,15,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,15,15
15,15,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,15,15
15,15,12,0,0,1,1,1,1,3,4,0,0,19,14,1,1,1,1,0,0,16,15,15,15
15,15,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,15,15
15,15,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,15,15
15,15,12,0,0,1,0,0,21,23,0,0,0,0,2,9,0,0,1,0,0,16,15,15,15
15,15,12,0,0,1,0,0,0,18,0,0,0,0,7,0,0,0,1,0,0,16,15,15,15
15,15,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16,15,15,15
15,15,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,15,15
15,15,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,15,15
15,15,12,0,0,1,1,1,1,3,4,0,0,19,14,1,1,1,1,0,0,16,15,15,15
15,15,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,15,15
15,15,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,15,15
15,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,15,15
15,15,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,15,15,15
