12,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,12,12
12,12,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,12,12,12
12,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,12,12
12,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,12,12
12,12,2,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,13,12,12,12
12,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,12,12
12,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,12,12
12,12,2,0,0,1,0,0,0,0,0,4,5,0,0,0,0,0,1,0,0,13,12,12,12
12,12,2,0,0,1,0,0,0,0,0,8,9,0,0,0,0,0,1,0,0,13,12,12,12
12,12,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,12,12,12
12,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,12,12
12,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,12,12
12,12,2,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,13,12,12,12
12,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,12,12
12,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,12,12
12,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,12,12
12,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,12
